time_utc,date_utc,hour_utc,split,source_file,pv_raw_kw,pv_clean_kw,wind_raw_kw,wind_clean_kw,load_kw,critical_load_kw,noncritical_load_kw,spot_price_nok_per_kwh,buy_price_nok_per_kwh,sell_price_nok_per_kwh
2020-11-01 16:00:00,2020-11-01,16,oos,train,0.0,0.0,137.71,137.71,18.84608,6.219206400000001,12.6268736,0.0958,0.14579999999999999,0.11664
2020-11-01 17:00:00,2020-11-01,17,oos,train,0.0,0.0,149.16,149.16,16.41128556,5.4157242348,10.995561325199999,0.08957,0.13957,0.111656
2020-11-01 18:00:00,2020-11-01,18,oos,train,0.0,0.0,169.84,169.84,20.40175556,6.7325793348000005,13.6691762252,0.0767699999999999,0.12676999999999988,0.10141599999999991
2020-11-01 19:00:00,2020-11-01,19,oos,train,0.0,0.0,140.91,140.91,22.30158444,7.3595228652,14.942061574799999,0.05563,0.10563,0.08450400000000001
2020-11-01 20:00:00,2020-11-01,20,oos,train,0.0,0.0,139.46,139.46,22.96769778,7.579340267400001,15.388357512599999,0.04273,0.09273,0.07418400000000001
2020-11-01 21:00:00,2020-11-01,21,oos,train,0.0,0.0,157.34,157.34,24.71515556,8.156001334800001,16.559154225199997,0.04784,0.09784000000000001,0.07827200000000001
2020-11-01 22:00:00,2020-11-01,22,oos,train,0.0,0.0,80.46,80.46,20.61977333,6.8045251989,13.815248131099999,0.02626,0.07626,0.061008
2020-11-01 23:00:00,2020-11-01,23,oos,train,0.0,0.0,82.49,82.49,16.02822889,5.289315533700001,10.7389133563,0.01591,0.06591,0.052728
2020-11-02 00:00:00,2020-11-02,0,oos,train,0.0,0.0,136.04,136.04,14.31577778,4.7242066674,9.591571112599999,0.0165799999999999,0.0665799999999999,0.05326399999999992
2020-11-02 01:00:00,2020-11-02,1,oos,train,0.0,0.0,122.0,122.0,17.02642778,5.6187211673999995,11.407706612599998,0.0188,0.0688,0.055040000000000006
2020-11-02 02:00:00,2020-11-02,2,oos,train,0.0,0.0,131.25,131.25,18.65302667,6.1554988011,12.497527868899999,0.01647,0.06647,0.053176
2020-11-02 03:00:00,2020-11-02,3,oos,train,0.0,0.0,135.93,135.93,19.20223111,6.3367362663,12.865494843699999,0.01591,0.06591,0.052728
2020-11-02 04:00:00,2020-11-02,4,oos,train,0.0,0.0,85.13,85.13,15.61809111,5.1539700663,10.464121043699999,0.01613,0.06613,0.052904
2020-11-02 05:00:00,2020-11-02,5,oos,train,0.0,0.0,62.62,62.62,15.75956667,5.200657001100001,10.558909668899998,0.02737,0.07737,0.061896
2020-11-02 06:00:00,2020-11-02,6,oos,train,0.0,0.0,100.53,100.53,16.33675444,5.3911289652,10.945625474799998,0.05485,0.10485,0.08388000000000001
2020-11-02 07:00:00,2020-11-02,7,oos,train,0.3385984999999999,0.3385984999999999,85.97,85.97,19.66669333,6.490008798900001,13.1766845311,0.06086,0.11086,0.088688
2020-11-02 08:00:00,2020-11-02,8,oos,train,1.3793333,1.3793333,41.16,41.16,27.60657556,9.1101699348,18.496405625199998,0.05919,0.10919000000000001,0.08735200000000001
2020-11-02 09:00:00,2020-11-02,9,oos,train,16.0723335,16.0723335,6.72,6.72,26.98536667,8.905171001100001,18.0801956689,0.05942,0.10942,0.087536
2020-11-02 10:00:00,2020-11-02,10,oos,train,44.106917,44.106917,2.93,2.93,24.72587778,8.1595396674,16.5663381126,0.06008,0.11008000000000001,0.08806400000000002
2020-11-02 11:00:00,2020-11-02,11,oos,train,44.758583,44.758583,1.69,1.69,21.15839333,6.9822697989,14.176123531099998,0.05841,0.10841,0.08672800000000001
2020-11-02 12:00:00,2020-11-02,12,oos,train,28.833167000000003,28.833167000000003,0.01,0.01,20.08906889,6.6293927337000005,13.459676156299999,0.05508,0.10508,0.08406400000000001
2020-11-02 13:00:00,2020-11-02,13,oos,train,21.9615835,21.9615835,33.06,33.06,24.06208889,7.9404893336999995,16.121599556299998,0.05508,0.10508,0.08406400000000001
2020-11-02 14:00:00,2020-11-02,14,oos,train,10.2226666,10.2226666,30.16,30.16,26.73918889,8.8239323337,17.915256556299997,0.05986,0.10986,0.08788800000000001
2020-11-02 15:00:00,2020-11-02,15,oos,train,0.0,0.0,69.77,69.77,31.06174889,10.2503771337,20.811371756299998,0.078,0.128,0.1024
2020-11-02 16:00:00,2020-11-02,16,oos,train,0.0,0.0,38.07,38.07,23.58073111,7.7816412663,15.799089843699997,0.09502,0.14501999999999998,0.116016
2020-11-02 17:00:00,2020-11-02,17,oos,train,0.0,0.0,27.09,27.09,23.3753,7.713849,15.661450999999998,0.09268,0.14268,0.11414400000000001
2020-11-02 18:00:00,2020-11-02,18,oos,train,0.0,0.0,26.15,26.15,25.58834222,8.444152932600002,17.1441892874,0.07933,0.12933,0.103464
2020-11-02 19:00:00,2020-11-02,19,oos,train,0.0,0.0,21.11,21.11,27.13599333,8.9548777989,18.181115531099998,0.06242,0.11242,0.08993600000000002
2020-11-02 20:00:00,2020-11-02,20,oos,train,0.0,0.0,27.26,27.26,29.79754667,9.8331904011,19.964356268899998,0.0554099999999999,0.10540999999999989,0.08432799999999992
2020-11-02 21:00:00,2020-11-02,21,oos,train,0.0,0.0,1.82,1.82,26.69374222,8.808934932600001,17.884807287399997,0.0574099999999999,0.1074099999999999,0.08592799999999992
2020-11-02 22:00:00,2020-11-02,22,oos,train,0.0,0.0,8.06,8.06,22.47031111,7.415202666300001,15.055108443699998,0.0554099999999999,0.10540999999999989,0.08432799999999992
2020-11-02 23:00:00,2020-11-02,23,oos,train,0.0,0.0,12.13,12.13,17.06397222,5.6311108326,11.4328613874,0.0162399999999999,0.06623999999999991,0.05299199999999993
2020-11-03 00:00:00,2020-11-03,0,oos,train,0.0,0.0,14.46,14.46,14.17406222,4.6774405326,9.4966216874,0.0162399999999999,0.06623999999999991,0.05299199999999993
2020-11-03 01:00:00,2020-11-03,1,oos,train,0.0,0.0,11.38,11.38,17.97920667,5.9331382011,12.046068468899998,0.01635,0.06635,0.05308000000000001
2020-11-03 02:00:00,2020-11-03,2,oos,train,0.0,0.0,15.06,15.06,16.75292444,5.528465065200001,11.2244593748,0.01646,0.06646,0.05316800000000001
2020-11-03 03:00:00,2020-11-03,3,oos,train,0.0,0.0,12.66,12.66,16.28929222,5.375466432600001,10.913825787399999,0.01657,0.06657,0.053256000000000005
2020-11-03 04:00:00,2020-11-03,4,oos,train,0.0,0.0,8.89,8.89,14.81710333,4.8896440989,9.927459231099999,0.02802,0.07802,0.062416000000000006
2020-11-03 05:00:00,2020-11-03,5,oos,train,0.0,0.0,13.15,13.15,16.91955,5.583451500000001,11.3360985,0.06139,0.11139,0.08911200000000001
2020-11-03 06:00:00,2020-11-03,6,oos,train,0.0,0.0,18.86,18.86,21.20281556,6.996929134800001,14.2058864252,0.08941,0.13941,0.11152800000000002
2020-11-03 07:00:00,2020-11-03,7,oos,train,1.0531666,1.0531666,15.82,15.82,24.23997333,7.999191198900001,16.240782131099998,0.09331,0.14331,0.114648
2020-11-03 08:00:00,2020-11-03,8,oos,train,7.971916700000001,7.971916700000001,15.4,15.4,30.61955111,10.1044518663,20.515099243699996,0.09008,0.14007999999999998,0.112064
2020-11-03 09:00:00,2020-11-03,9,oos,train,5.0789166,5.0789166,12.06,12.06,28.9002,9.537066000000001,19.363134,0.08997,0.13996999999999998,0.11197599999999999
2020-11-03 10:00:00,2020-11-03,10,oos,train,5.072333199999999,5.072333199999999,6.52,6.52,25.02351556,8.2577601348,16.7657554252,0.09197,0.14196999999999999,0.113576
2020-11-03 11:00:00,2020-11-03,11,oos,train,13.326,13.326,15.46,15.46,23.12395333,7.6309045989,15.493048731099998,0.08875,0.13874999999999998,0.11099999999999999
2020-11-03 12:00:00,2020-11-03,12,oos,train,9.6699167,9.6699167,23.62,23.62,25.48967111,8.4115914663,17.078079643699997,0.08863,0.13863,0.110904
2020-11-03 13:00:00,2020-11-03,13,oos,train,27.589917,27.589917,9.35,9.35,24.48206667,8.0790820011,16.402984668899997,0.09253,0.14253,0.114024
2020-11-03 14:00:00,2020-11-03,14,oos,train,7.408083400000001,7.408083400000001,10.83,10.83,25.66971556,8.4710061348,17.198709425199997,0.0952,0.1452,0.11616
2020-11-03 15:00:00,2020-11-03,15,oos,train,0.0,0.0,22.81,22.81,27.72248889,9.1484213337,18.574067556299998,0.09586,0.14586,0.116688
2020-11-03 16:00:00,2020-11-03,16,oos,train,0.0,0.0,17.04,17.04,22.6291,7.467603,15.161496999999999,0.09586,0.14586,0.116688
2020-11-03 17:00:00,2020-11-03,17,oos,train,0.0,0.0,14.68,14.68,26.66434889,8.7992351337,17.865113756299998,0.09698,0.14698,0.11758400000000001
2020-11-03 18:00:00,2020-11-03,18,oos,train,0.0,0.0,16.7,16.7,26.99824444,8.9094206652,18.088823774799998,0.0982,0.1482,0.11856
2020-11-03 19:00:00,2020-11-03,19,oos,train,0.0,0.0,16.24,16.24,28.25321111,9.3235596663,18.929651443699996,0.09242,0.14242,0.113936
2020-11-03 20:00:00,2020-11-03,20,oos,train,0.0,0.0,15.99,15.99,26.16415556,8.634171334800001,17.5299842252,0.08385,0.13385,0.10708000000000001
2020-11-03 21:00:00,2020-11-03,21,oos,train,0.0,0.0,16.24,16.24,24.92644667,8.2257274011,16.7007192689,0.06828,0.11828,0.094624
2020-11-03 22:00:00,2020-11-03,22,oos,train,0.0,0.0,17.37,17.37,19.98018444,6.5934608652,13.386723574799998,0.0417,0.0917,0.07336000000000001
2020-11-03 23:00:00,2020-11-03,23,oos,train,0.0,0.0,26.83,26.83,17.68234444,5.835173665200001,11.8471707748,0.0268,0.07680000000000001,0.06144000000000001
2020-11-04 00:00:00,2020-11-04,0,oos,train,0.0,0.0,25.42,25.42,14.95974,4.9367142,10.0230258,0.01643,0.06643,0.053144000000000004
2020-11-04 01:00:00,2020-11-04,1,oos,train,0.0,0.0,23.76,23.76,19.19069333,6.332928798899999,12.857764531099997,0.01588,0.06588,0.052704
2020-11-04 02:00:00,2020-11-04,2,oos,train,0.0,0.0,22.28,22.28,19.59933111,6.467779266300001,13.131551843699999,0.01566,0.06566,0.052528
2020-11-04 03:00:00,2020-11-04,3,oos,train,0.0,0.0,19.85,19.85,20.97496,6.9217368,14.053223199999998,0.0161,0.0661,0.05288000000000001
2020-11-04 04:00:00,2020-11-04,4,oos,train,0.0,0.0,32.18,32.18,15.90614333,5.249027298900001,10.6571160311,0.02493,0.07493,0.059944
2020-11-04 05:00:00,2020-11-04,5,oos,train,0.0,0.0,30.98,30.98,15.79496444,5.2123382652,10.582626174799998,0.05084,0.10084000000000001,0.08067200000000002
2020-11-04 06:00:00,2020-11-04,6,oos,train,0.0,0.0,31.32,31.32,19.57652,6.460251599999999,13.116268399999997,0.05559,0.10559,0.084472
2020-11-04 07:00:00,2020-11-04,7,oos,train,0.9175834,0.9175834,26.92,26.92,29.09327111,9.6007794663,19.4924916437,0.05746,0.10746,0.085968
2020-11-04 08:00:00,2020-11-04,8,oos,train,1.1145,1.1145,23.69,23.69,30.21295111,9.9702738663,20.242677243699998,0.05923,0.10923,0.087384
2020-11-04 09:00:00,2020-11-04,9,oos,train,2.349,2.349,30.99,30.99,26.66056444,8.7979862652,17.8625781748,0.06242,0.11242,0.08993600000000002
2020-11-04 10:00:00,2020-11-04,10,oos,train,10.3209167,10.3209167,42.16,42.16,27.36748222,9.0312691326,18.336213087399997,0.05724,0.10724,0.08579200000000001
2020-11-04 11:00:00,2020-11-04,11,oos,train,2.22275,2.22275,39.7,39.7,23.83929556,7.8669675348000005,15.972328025199998,0.05481,0.10481,0.083848
2020-11-04 12:00:00,2020-11-04,12,oos,train,0.9275,0.9275,25.36,25.36,22.17732,7.318515600000001,14.8588044,0.05492,0.10492,0.08393600000000001
2020-11-04 13:00:00,2020-11-04,13,oos,train,0.1711667,0.1711667,35.42,35.42,30.54759333,10.0807057989,20.4668875311,0.0553699999999999,0.10536999999999991,0.08429599999999993
2020-11-04 14:00:00,2020-11-04,14,oos,train,0.0,0.0,74.99,74.99,30.63895333,10.1108545989,20.5280987311,0.05581,0.10581,0.084648
2020-11-04 15:00:00,2020-11-04,15,oos,train,0.0,0.0,52.36,52.36,31.40553556,10.3638267348,21.041708825199997,0.0543699999999999,0.10436999999999991,0.08349599999999993
2020-11-04 16:00:00,2020-11-04,16,oos,train,0.0,0.0,35.49,35.49,30.17289333,9.957054798900002,20.215838531099998,0.05261,0.10261,0.08208800000000001
2020-11-04 17:00:00,2020-11-04,17,oos,train,0.0,0.0,68.24,68.24,27.51430444,9.079720465200001,18.4345839748,0.05106,0.10106000000000001,0.08084800000000002
2020-11-04 18:00:00,2020-11-04,18,oos,train,0.0,0.0,45.23,45.23,29.01013556,9.5733447348,19.436790825199996,0.05062,0.10062,0.08049600000000001
2020-11-04 19:00:00,2020-11-04,19,oos,train,0.0,0.0,15.24,15.24,34.57830444,11.4108404652,23.167463974799997,0.04996,0.09996,0.079968
2020-11-04 20:00:00,2020-11-04,20,oos,train,0.0,0.0,24.39,24.39,28.08180222,9.2669947326,18.8148074874,0.04765,0.09765,0.07812000000000001
2020-11-04 21:00:00,2020-11-04,21,oos,train,0.0,0.0,25.06,25.06,25.88429111,8.541816066300001,17.3424750437,0.03562,0.08562,0.068496
2020-11-04 22:00:00,2020-11-04,22,oos,train,0.0,0.0,34.23,34.23,26.12489333,8.6212147989,17.503678531099997,0.01588,0.06588,0.052704
2020-11-04 23:00:00,2020-11-04,23,oos,train,0.0,0.0,64.06,64.06,22.23515778,7.337602067400001,14.897555712599999,0.0185,0.0685,0.05480000000000001
2020-11-05 00:00:00,2020-11-05,0,oos,train,0.0,0.0,40.47,40.47,14.93745222,4.9293592326,10.0080929874,0.01498,0.06498000000000001,0.05198400000000001
2020-11-05 01:00:00,2020-11-05,1,oos,train,0.0,0.0,48.85,48.85,17.55203333,5.7921709989000005,11.759862331099999,0.01057,0.06057,0.048456
2020-11-05 02:00:00,2020-11-05,2,oos,train,0.0,0.0,71.05,71.05,17.34835111,5.7249558663,11.6233952437,0.00991,0.059910000000000005,0.047928000000000005
2020-11-05 03:00:00,2020-11-05,3,oos,train,0.0,0.0,33.63,33.63,19.55321778,6.452561867400001,13.100655912599999,0.01068,0.060680000000000005,0.048544000000000004
2020-11-05 04:00:00,2020-11-05,4,oos,train,0.0,0.0,-0.26,0.0,16.85173556,5.561072734800001,11.2906628252,0.01641,0.06641,0.053128
2020-11-05 05:00:00,2020-11-05,5,oos,train,0.0,0.0,55.02,55.02,20.98154889,6.9239111337,14.057637756299998,0.02544,0.07544000000000001,0.06035200000000001
2020-11-05 06:00:00,2020-11-05,6,oos,train,0.0,0.0,180.07,180.07,25.67060889,8.4713009337,17.1993079563,0.0337,0.0837,0.06696
2020-11-05 07:00:00,2020-11-05,7,oos,train,0.6244166999999999,0.6244166999999999,201.01,201.01,33.03959333,10.903065798900002,22.1365275311,0.03282,0.08282,0.06625600000000001
2020-11-05 08:00:00,2020-11-05,8,oos,train,3.1202501,3.1202501,119.0,119.0,30.29584667,9.997629401100001,20.298217268899997,0.03161,0.08161,0.065288
2020-11-05 09:00:00,2020-11-05,9,oos,train,6.9205000000000005,6.9205000000000005,61.04,61.04,28.43097778,9.3822226674,19.0487551126,0.03161,0.08161,0.065288
2020-11-05 10:00:00,2020-11-05,10,oos,train,5.4598334,5.4598334,108.02,108.02,25.32728667,8.358004601100001,16.969282068899997,0.02907,0.07907,0.063256
2020-11-05 11:00:00,2020-11-05,11,oos,train,13.4250835,13.4250835,63.11,63.11,22.96356667,7.5779770011,15.385589668899998,0.02577,0.07577,0.060616
2020-11-05 12:00:00,2020-11-05,12,oos,train,7.4875,7.4875,-0.28,0.0,24.03474667,7.931466401100001,16.103280268899997,0.02401,0.07401,0.05920800000000001
2020-11-05 13:00:00,2020-11-05,13,oos,train,4.62175,4.62175,-0.26,0.0,28.30498222,9.3406441326,18.964338087399998,0.02621,0.07621,0.060968
2020-11-05 14:00:00,2020-11-05,14,oos,train,1.248,1.248,-0.27,0.0,28.13698667,9.2852056011,18.851781068899996,0.0283,0.07830000000000001,0.06264000000000002
2020-11-05 15:00:00,2020-11-05,15,oos,train,0.0,0.0,33.82,33.82,29.00963111,9.573178266300001,19.4364528437,0.0287399999999999,0.07873999999999991,0.06299199999999992
2020-11-05 16:00:00,2020-11-05,16,oos,train,0.0,0.0,114.77,114.77,25.83309333,8.5249207989,17.3081725311,0.02698,0.07698,0.06158400000000001
2020-11-05 17:00:00,2020-11-05,17,oos,train,0.0,0.0,173.47,173.47,25.97546444,8.5719032652,17.403561174799997,0.02588,0.07588,0.06070400000000001
2020-11-05 18:00:00,2020-11-05,18,oos,train,0.0,0.0,55.44,55.44,25.03660444,8.262079465200001,16.7745249748,0.0273099999999999,0.0773099999999999,0.06184799999999993
2020-11-05 19:00:00,2020-11-05,19,oos,train,0.0,0.0,1.55,1.55,30.84803778,10.1798524674,20.6681853126,0.02698,0.07698,0.06158400000000001
2020-11-05 20:00:00,2020-11-05,20,oos,train,0.0,0.0,0.54,0.54,29.54260222,9.7490587326,19.793543487399997,0.02412,0.07412,0.05929600000000001
2020-11-05 21:00:00,2020-11-05,21,oos,train,0.0,0.0,17.89,17.89,23.90218222,7.8877201326,16.0144620874,0.01773,0.06773,0.054184
2020-11-05 22:00:00,2020-11-05,22,oos,train,0.0,0.0,81.07,81.07,18.0317,5.950461000000001,12.081239,0.01112,0.06112,0.048896
2020-11-05 23:00:00,2020-11-05,23,oos,train,0.0,0.0,97.88,97.88,15.96215333,5.2675105989,10.694642731099998,0.01024,0.06024,0.048192000000000006
2020-11-06 00:00:00,2020-11-06,0,oos,train,0.0,0.0,110.51,110.51,16.60904889,5.4809861337,11.128062756299999,0.0096899999999999,0.0596899999999999,0.047751999999999926
2020-11-06 01:00:00,2020-11-06,1,oos,train,0.0,0.0,26.12,26.12,17.57176333,5.7986818989,11.773081431099998,0.00959,0.059590000000000004,0.047672000000000006
2020-11-06 02:00:00,2020-11-06,2,oos,train,0.0,0.0,41.53,41.53,21.5868,7.1236440000000005,14.463155999999998,0.0121999999999999,0.0621999999999999,0.04975999999999992
2020-11-06 03:00:00,2020-11-06,3,oos,train,0.0,0.0,111.3,111.3,19.51088889,6.4385933337,13.072295556299999,0.01623,0.06623000000000001,0.05298400000000001
2020-11-06 04:00:00,2020-11-06,4,oos,train,0.0,0.0,106.32,106.32,16.03362667,5.2910968011,10.742529868899998,0.0290799999999999,0.0790799999999999,0.06326399999999992
2020-11-06 05:00:00,2020-11-06,5,oos,train,0.0,0.0,92.66,92.66,17.81099,5.8776267,11.933363299999998,0.03333,0.08333,0.066664
2020-11-06 06:00:00,2020-11-06,6,oos,train,0.0,0.0,75.95,75.95,18.04756667,5.9556970011,12.091869668899998,0.03377,0.08377000000000001,0.067016
2020-11-06 07:00:00,2020-11-06,7,oos,train,0.0,0.0,84.55,84.55,23.90756667,7.8894970011000005,16.0180696689,0.03322,0.08322,0.06657600000000001
2020-11-06 08:00:00,2020-11-06,8,oos,train,0.2508333,0.2508333,45.48,45.48,27.37667778,9.034303667400001,18.342374112599998,0.03235,0.08235,0.06588000000000001
2020-11-06 09:00:00,2020-11-06,9,oos,train,1.05175,1.05175,28.56,28.56,28.03318,9.250949400000001,18.7822306,0.03181,0.08181,0.06544799999999999
2020-11-06 10:00:00,2020-11-06,10,oos,train,0.9529166999999998,0.9529166999999998,40.35,40.35,23.11101778,7.626635867400001,15.484381912599998,0.03006,0.08006,0.06404800000000001
2020-11-06 11:00:00,2020-11-06,11,oos,train,1.0066666,1.0066666,67.54,67.54,22.03219111,7.2706230663,14.761568043699999,0.02712,0.07712,0.061696
2020-11-06 12:00:00,2020-11-06,12,oos,train,1.1869166999999998,1.1869166999999998,77.1,77.1,22.07576667,7.285003001100001,14.790763668899999,0.02614,0.07614,0.060912
2020-11-06 13:00:00,2020-11-06,13,oos,train,1.1814167,1.1814167,59.17,59.17,23.45991111,7.741770666300001,15.718140443699998,0.02473,0.07473,0.059784000000000004
2020-11-06 14:00:00,2020-11-06,14,oos,train,0.0,0.0,56.39,56.39,25.97621778,8.5721518674,17.404065912599997,0.02527,0.07527,0.060216000000000006
2020-11-06 15:00:00,2020-11-06,15,oos,train,0.0,0.0,8.69,8.69,27.95132444,9.223937065200001,18.7273873748,0.02625,0.07625,0.061
2020-11-06 16:00:00,2020-11-06,16,oos,train,0.0,0.0,27.06,27.06,23.84225333,7.8679435989,15.974309731099996,0.02516,0.07516,0.06012800000000001
2020-11-06 17:00:00,2020-11-06,17,oos,train,0.0,0.0,43.38,43.38,18.23313,6.0169329,12.216197099999999,0.02157,0.07157,0.057256
2020-11-06 18:00:00,2020-11-06,18,oos,train,0.0,0.0,11.61,11.61,23.63997556,7.8011919348,15.838783625199998,0.02146,0.07146,0.057168
2020-11-06 19:00:00,2020-11-06,19,oos,train,0.0,0.0,3.56,3.56,23.11205778,7.626979067400001,15.485078712599998,0.02189,0.07189000000000001,0.05751200000000001
2020-11-06 20:00:00,2020-11-06,20,oos,train,0.0,0.0,1.46,1.46,23.17454222,7.6475989326,15.526943287399998,0.02179,0.07179,0.05743200000000001
2020-11-06 21:00:00,2020-11-06,21,oos,train,0.0,0.0,6.74,6.74,26.21055778,8.6494840674,17.561073712599995,0.02941,0.07941000000000001,0.06352800000000002
2020-11-06 22:00:00,2020-11-06,22,oos,train,0.0,0.0,10.07,10.07,21.51772222,7.1008483326,14.416873887399998,0.0275599999999999,0.0775599999999999,0.06204799999999993
2020-11-06 23:00:00,2020-11-06,23,oos,train,0.0,0.0,11.58,11.58,19.03950444,6.283036465200001,12.7564679748,0.02612,0.07612000000000001,0.060896000000000006
2020-11-07 00:00:00,2020-11-07,0,oos,train,0.0,0.0,12.57,12.57,15.96136,5.267248800000001,10.6941112,0.02492,0.07492,0.059936
2020-11-07 01:00:00,2020-11-07,1,oos,train,0.0,0.0,7.61,7.61,19.1532,6.320556,12.832643999999997,0.02166,0.07166,0.057328000000000004
2020-11-07 02:00:00,2020-11-07,2,oos,train,0.0,0.0,7.13,7.13,16.83019111,5.553963066300001,11.2762280437,0.02013,0.07013,0.056104
2020-11-07 03:00:00,2020-11-07,3,oos,train,0.0,0.0,2.01,2.01,17.31408,5.713646400000001,11.600433599999999,0.01872,0.06872,0.054976000000000004
2020-11-07 04:00:00,2020-11-07,4,oos,train,0.0,0.0,-0.29,0.0,17.59446667,5.8061740011,11.788292668899999,0.01894,0.06894,0.05515200000000001
2020-11-07 05:00:00,2020-11-07,5,oos,train,0.0,0.0,9.95,9.95,15.63266,5.1587778,10.473882199999998,0.01643,0.06643,0.053144000000000004
2020-11-07 06:00:00,2020-11-07,6,oos,train,0.0,0.0,6.38,6.38,17.49245889,5.772511433700001,11.7199474563,0.01687,0.06687,0.053496
2020-11-07 07:00:00,2020-11-07,7,oos,train,0.0,0.0,2.08,2.08,22.94260222,7.571058732600001,15.371543487399999,0.01883,0.06883,0.055064
2020-11-07 08:00:00,2020-11-07,8,oos,train,0.1796666,0.1796666,6.05,6.05,26.51490222,8.7499177326,17.7649844874,0.02634,0.07634,0.06107200000000001
2020-11-07 09:00:00,2020-11-07,9,oos,train,0.6371666,0.6371666,19.22,19.22,27.67803111,9.1337502663,18.544280843699998,0.0321,0.0821,0.06568
2020-11-07 10:00:00,2020-11-07,10,oos,train,0.4658333,0.4658333,12.68,12.68,25.4973,8.414109,17.083191,0.03766,0.08766,0.07012800000000001
2020-11-07 11:00:00,2020-11-07,11,oos,train,1.4428333000000002,1.4428333000000002,20.01,20.01,25.80894889,8.5169531337,17.291995756299997,0.0377599999999999,0.0877599999999999,0.07020799999999992
2020-11-07 12:00:00,2020-11-07,12,oos,train,1.3668333,1.3668333,16.49,16.49,28.89731111,9.536112666300001,19.361198443699998,0.04092,0.09092,0.07273600000000001
2020-11-07 13:00:00,2020-11-07,13,oos,train,0.2411667,0.2411667,13.43,13.43,25.43563556,8.393759734800001,17.041875825199998,0.04342,0.09342,0.07473600000000001
2020-11-07 14:00:00,2020-11-07,14,oos,train,0.0125834,0.0125834,3.53,3.53,27.35094667,9.0258124011,18.325134268899998,0.04832,0.09832,0.078656
2020-11-07 15:00:00,2020-11-07,15,oos,train,0.0,0.0,7.51,7.51,29.29682444,9.667952065200001,19.6288723748,0.05518,0.10518,0.084144
2020-11-07 16:00:00,2020-11-07,16,oos,train,0.0,0.0,-0.32,0.0,25.23852444,8.3287130652,16.909811374799997,0.0564799999999999,0.10647999999999991,0.08518399999999993
2020-11-07 17:00:00,2020-11-07,17,oos,train,0.0,0.0,2.54,2.54,26.80936444,8.8470902652,17.962274174799997,0.05714,0.10714000000000001,0.08571200000000001
2020-11-07 18:00:00,2020-11-07,18,oos,train,0.0,0.0,-0.28,0.0,27.81026444,9.1773872652,18.632877174799997,0.05452,0.10452,0.08361600000000001
