time_utc	date_utc	hour_utc	split	source_file	pv_raw_kw	pv_clean_kw	wind_raw_kw	wind_clean_kw	load_kw	critical_load_kw	noncritical_load_kw	spot_price_nok_per_kwh	buy_price_nok_per_kwh	sell_price_nok_per_kwh
1/2/2020 23:00	1/2/2020	23	development	train	0	0	3.97	3.97	17.45741444	5.760946765	11.69646767	0.18651	0.23651	0.189208
1/3/2020 0:00	1/3/2020	0	development	train	0	0	35.66	35.66	15.36674222	5.071024933	10.29571729	0.09833	0.14833	0.118664
1/3/2020 1:00	1/3/2020	1	development	train	0	0	4.54	4.54	16.19501111	5.344353666	10.85065744	0.01507	0.06507	0.052056
1/3/2020 2:00	1/3/2020	2	development	train	0	0	17.05	17.05	17.33339111	5.720019066	11.61337204	0.01025	0.06025	0.0482
1/3/2020 3:00	1/3/2020	3	development	train	0	0	41.2	41.2	16.20722667	5.348384801	10.85884187	0.01044	0.06044	0.048352
1/3/2020 4:00	1/3/2020	4	development	train	0	0	67.76	67.76	14.95034222	4.933612933	10.01672929	0.09774	0.14774	0.118192
1/3/2020 5:00	1/3/2020	5	development	train	0	0	112.75	112.75	16.15511889	5.331189234	10.82392966	0.24119	0.29119	0.232952
1/3/2020 6:00	1/3/2020	6	development	train	0	0	112.76	112.76	18.00457667	5.941510301	12.06306637	0.26286	0.31286	0.250288
1/3/2020 7:00	1/3/2020	7	development	train	0	0	63	63	22.00952	7.2631416	14.7463784	0.27705	0.32705	0.26164
1/3/2020 8:00	1/3/2020	8	development	train	0	0	83.15	83.15	19.90231556	6.567764135	13.33455143	0.28158	0.33158	0.265264
1/3/2020 9:00	1/3/2020	9	development	train	0	0	52.25	52.25	25.00656222	8.252165533	16.75439669	0.27744	0.32744	0.261952
1/3/2020 10:00	1/3/2020	10	development	train	0	0	43.22	43.22	26.19718222	8.645070133	17.55211209	0.28355	0.33355	0.26684
1/3/2020 11:00	1/3/2020	11	development	train	0	0	80.66	80.66	22.54926444	7.441257265	15.10800717	0.27892	0.32892	0.263136
1/3/2020 12:00	1/3/2020	12	development	train	0	0	90.88	90.88	22.55734222	7.443922933	15.11341929	0.2802	0.3302	0.26416
1/3/2020 13:00	1/3/2020	13	development	train	0	0	60.08	60.08	25.6522	8.465226	17.186974	0.28533	0.33533	0.268264
1/3/2020 14:00	1/3/2020	14	development	train	0	0	47.09	47.09	26.00156	8.5805148	17.4210452	0.29419	0.34419	0.275352
1/3/2020 15:00	1/3/2020	15	development	train	0	0	61.97	61.97	24.70379778	8.152253267	16.55154451	0.29705	0.34705	0.27764
1/3/2020 16:00	1/3/2020	16	development	train	0	0	58.27	58.27	18.36871556	6.061676135	12.30703943	0.29626	0.34626	0.277008
1/3/2020 17:00	1/3/2020	17	development	train	0	0	43.59	43.59	13.66948889	4.510931334	9.158557556	0.29104	0.34104	0.272832
1/3/2020 18:00	1/3/2020	18	development	train	0	0	114.32	114.32	47.11497778	15.54794267	31.56703511	0.2868	0.3368	0.26944
1/3/2020 19:00	1/3/2020	19	development	train	0	0	134.41	134.41	25.63110667	8.458265201	17.17284147	0.27498	0.32498	0.259984
1/3/2020 20:00	1/3/2020	20	development	train	0	0	125.1	125.1	23.43241778	7.732697867	15.69971991	0.26631	0.31631	0.253048
1/3/2020 21:00	1/3/2020	21	development	train	0	0	98.93	98.93	22.74549333	7.506012799	15.23948053	0.25321	0.30321	0.242568
1/3/2020 22:00	1/3/2020	22	development	train	0	0	142.58	142.58	23.60074667	7.788246401	15.81250027	0.21715	0.26715	0.21372
1/3/2020 23:00	1/3/2020	23	development	train	0	0	129.37	129.37	27.40675556	9.044229335	18.36252623	0.21388	0.26388	0.211104
1/4/2020 0:00	1/4/2020	0	development	train	0	0	135.54	135.54	21.82396222	7.201907533	14.62205469	0.20118	0.25118	0.200944
1/4/2020 1:00	1/4/2020	1	development	train	0	0	124.18	124.18	24.11947111	7.959425466	16.16004564	0.19843	0.24843	0.198744
1/4/2020 2:00	1/4/2020	2	development	train	0	0	0	0	20.45657111	6.750668466	13.70590264	0.19311	0.24311	0.194488
1/4/2020 3:00	1/4/2020	3	development	train	0	0	0	0	21.67259778	7.151957267	14.52064051	0.18731	0.23731	0.189848
1/4/2020 4:00	1/4/2020	4	development	train	0	0	0	0	18.31084778	6.042579767	12.26826801	0.18603	0.23603	0.188824
1/4/2020 5:00	1/4/2020	5	development	train	0	0	0	0	19.47628667	6.427174601	13.04911207	0.19429	0.24429	0.195432
1/4/2020 6:00	1/4/2020	6	development	train	0	0	0	0	15.90805556	5.249658335	10.65839723	0.21211	0.26211	0.209688
1/4/2020 7:00	1/4/2020	7	development	train	0	0	-0.54	0	21.16421111	6.984189666	14.18002144	0.21989	0.26989	0.215912
1/4/2020 8:00	1/4/2020	8	development	train	0	0	-0.35	0	28.25478444	9.324078865	18.93070557	0.238	0.288	0.2304
1/4/2020 9:00	1/4/2020	9	development	train	0	0	-0.31	0	30.17058444	9.956292865	20.21429157	0.24548	0.29548	0.236384
1/4/2020 10:00	1/4/2020	10	development	train	0	0	-0.32	0	18.36061556	6.059003135	12.30161243	0.24715	0.29715	0.23772
1/4/2020 11:00	1/4/2020	11	development	train	0	0	-0.33	0	16.50783556	5.447585735	11.06024983	0.24548	0.29548	0.236384
1/4/2020 12:00	1/4/2020	12	development	train	0	0	-0.36	0	15.67866333	5.173958899	10.50470443	0.24558	0.29558	0.236464
1/4/2020 13:00	1/4/2020	13	development	train	0	0	-0.37	0	23.51714667	7.760658401	15.75648827	0.24853	0.29853	0.238824
1/4/2020 14:00	1/4/2020	14	development	train	0	0	-0.32	0	23.68756444	7.816896265	15.87066817	0.25916	0.30916	0.247328
1/4/2020 15:00	1/4/2020	15	development	train	0	0	-0.33	0	28.88090222	9.530697733	19.35020449	0.2693	0.3193	0.25544
1/4/2020 16:00	1/4/2020	16	development	train	0	0	-0.32	0	24.31304889	8.023306134	16.28974276	0.28426	0.33426	0.267408
1/4/2020 17:00	1/4/2020	17	development	train	0	0	-0.31	0	56.17278222	18.53701813	37.63576409	0.29115	0.34115	0.27292
1/4/2020 18:00	1/4/2020	18	development	train	0	0	-0.35	0	38.29769778	12.63824027	25.65945751	0.28957	0.33957	0.271656
1/4/2020 19:00	1/4/2020	19	development	train	0	0	-0.32	0	25.83028444	8.523993865	17.30629057	0.27274	0.32274	0.258192
1/4/2020 20:00	1/4/2020	20	development	train	0	0	-0.37	0	17.34822222	5.724913333	11.62330889	0.26969	0.31969	0.255752
1/4/2020 21:00	1/4/2020	21	development	train	0	0	-0.38	0	20.27384667	6.690369401	13.58347727	0.26939	0.31939	0.255512
1/4/2020 22:00	1/4/2020	22	development	train	0	0	-0.36	0	22.76797778	7.513432667	15.25454511	0.25365	0.30365	0.24292
1/4/2020 23:00	1/4/2020	23	development	train	0	0	-0.39	0	21.41662	7.0674846	14.3491354	0.26288	0.31288	0.250304
1/5/2020 0:00	1/5/2020	0	development	train	0	0	-0.34	0	18.51679889	6.110543634	12.40625526	0.26761	0.31761	0.254088
1/5/2020 1:00	1/5/2020	1	development	train	0	0	-0.34	0	22.27895556	7.352055335	14.92690023	0.26741	0.31741	0.253928
1/5/2020 2:00	1/5/2020	2	development	train	0	0	-0.34	0	21.1146	6.967818	14.146782	0.27047	0.32047	0.256376
1/5/2020 3:00	1/5/2020	3	development	train	0	0	-0.35	0	20.59166667	6.795250001	13.79641667	0.27678	0.32678	0.261424
1/5/2020 4:00	1/5/2020	4	development	train	0	0	-0.34	0	18.04007667	5.953225301	12.08685137	0.28458	0.33458	0.267664
1/5/2020 5:00	1/5/2020	5	development	train	0	0	-0.34	0	16.39392222	5.409994333	10.98392789	0.28862	0.33862	0.270896
1/5/2020 6:00	1/5/2020	6	development	train	0	0	-0.35	0	23.85093556	7.870808735	15.98012683	0.29572	0.34572	0.276576
1/5/2020 7:00	1/5/2020	7	development	train	0	0	-0.33	0	26.4924	8.742492	17.749908	0.30638	0.35638	0.285104
1/5/2020 8:00	1/5/2020	8	development	train	0	0	-0.32	0	22.53776	7.4374608	15.1002992	0.30756	0.35756	0.286048
1/5/2020 9:00	1/5/2020	9	development	train	0	0	-0.37	0	21.67478222	7.152678133	14.52210409	0.3117	0.3617	0.28936
1/5/2020 10:00	1/5/2020	10	development	train	0	0	-0.34	0	20.85114444	6.880877665	13.97026677	0.31121	0.36121	0.288968
1/5/2020 11:00	1/5/2020	11	development	train	0	0	-0.34	0	16.97226333	5.600846899	11.37141643	0.30795	0.35795	0.28636
1/5/2020 12:00	1/5/2020	12	development	train	0	0	-0.33	0	18.84594	6.2191602	12.6267798	0.30509	0.35509	0.284072
1/5/2020 13:00	1/5/2020	13	development	train	0	0	-0.34	0	37.70091556	12.44130213	25.25961343	0.30253	0.35253	0.282024
1/5/2020 14:00	1/5/2020	14	development	train	0	0	-0.31	0	37.41676	12.3475308	25.0692292	0.30371	0.35371	0.282968
1/5/2020 15:00	1/5/2020	15	development	train	0	0	-0.28	0	19.50105111	6.435346866	13.06570424	0.30736	0.35736	0.285888
1/5/2020 16:00	1/5/2020	16	development	train	0	0	-0.25	0	22.45017778	7.408558667	15.04161911	0.31101	0.36101	0.288808
1/5/2020 17:00	1/5/2020	17	development	train	0	0	-0.26	0	19.27287778	6.360049667	12.91282811	0.30677	0.35677	0.285416
1/5/2020 18:00	1/5/2020	18	development	train	0	0	-0.25	0	23.47798222	7.747734133	15.73024809	0.30006	0.35006	0.280048
1/5/2020 19:00	1/5/2020	19	development	train	0	0	-0.27	0	42.10628889	13.89507533	28.21121356	0.29464	0.34464	0.275712
1/5/2020 20:00	1/5/2020	20	development	train	0	0	-0.27	0	21.83612667	7.205921801	14.63020487	0.28842	0.33842	0.270736
1/5/2020 21:00	1/5/2020	21	development	train	0	0	-0.27	0	17.71326111	5.845376166	11.86788494	0.27777	0.32777	0.262216
1/5/2020 22:00	1/5/2020	22	development	train	0	0	-0.28	0	19.84260444	6.548059465	13.29454497	0.26317	0.31317	0.250536
1/5/2020 23:00	1/5/2020	23	development	train	0	0	-0.26	0	17.30579111	5.710911066	11.59488004	0.26061	0.31061	0.248488
1/6/2020 0:00	1/6/2020	0	development	train	0	0	-0.25	0	14.6898	4.847634	9.842166	0.2614	0.3114	0.24912
1/6/2020 1:00	1/6/2020	1	development	train	0	0	-0.25	0	16.46444	5.4332652	11.0311748	0.26643	0.31643	0.253144
1/6/2020 2:00	1/6/2020	2	development	train	0	0	-0.25	0	16.47433222	5.436529633	11.03780259	0.26692	0.31692	0.253536
1/6/2020 3:00	1/6/2020	3	development	train	0	0	-0.26	0	18.84963556	6.220379735	12.62925583	0.26662	0.31662	0.253296
1/6/2020 4:00	1/6/2020	4	development	train	0	0	-0.26	0	16.71443444	5.515763365	11.19867107	0.27244	0.32244	0.257952
1/6/2020 5:00	1/6/2020	5	development	train	0	0	-0.25	0	13.86002333	4.573807699	9.286215631	0.27777	0.32777	0.262216
1/6/2020 6:00	1/6/2020	6	development	train	0	0	-0.24	0	13.38950222	4.418535733	8.970966487	0.28685	0.33685	0.26948
1/6/2020 7:00	1/6/2020	7	development	train	0	0	-0.29	0	20.62892	6.8075436	13.8213764	0.29326	0.34326	0.274608
1/6/2020 8:00	1/6/2020	8	development	train	0	0	-0.26	0	18.24514667	6.020898401	12.22424827	0.30105	0.35105	0.28084
1/6/2020 9:00	1/6/2020	9	development	train	0	0	-0.24	0	21.41868	7.0681644	14.3505156	0.30697	0.35697	0.285576
1/6/2020 10:00	1/6/2020	10	development	train	0	0	-0.24	0	17.86776111	5.896361166	11.97139994	0.30805	0.35805	0.28644
1/6/2020 11:00	1/6/2020	11	development	train	0	0	-0.25	0	14.83766111	4.896428166	9.941232944	0.30766	0.35766	0.286128
1/6/2020 12:00	1/6/2020	12	development	train	0	0	-0.28	0	16.15303556	5.330501735	10.82253383	0.30657	0.35657	0.285256
1/6/2020 13:00	1/6/2020	13	development	train	0	0	-0.17	0	18.24635667	6.021297701	12.22505897	0.30786	0.35786	0.286288
1/6/2020 14:00	1/6/2020	14	development	train	0	0	-0.24	0	17.00623	5.6120559	11.3941741	0.30874	0.35874	0.286992
1/6/2020 15:00	1/6/2020	15	development	train	0	0	-0.26	0	23.90998444	7.890294865	16.01968957	0.31328	0.36328	0.290624
1/6/2020 16:00	1/6/2020	16	development	train	0	0	-0.27	0	16.67433222	5.502529633	11.17180259	0.31308	0.36308	0.290464
1/6/2020 17:00	1/6/2020	17	development	train	0	0	0.77	0.77	14.98817556	4.946097935	10.04207763	0.30884	0.35884	0.287072
1/6/2020 18:00	1/6/2020	18	development	train	0	0	-0.3	0	27.86361556	9.194993135	18.66862243	0.30529	0.35529	0.284232
1/6/2020 19:00	1/6/2020	19	development	train	0	0	3.35	3.35	52.26704889	17.24812613	35.01892276	0.30164	0.35164	0.281312
1/6/2020 20:00	1/6/2020	20	development	train	0	0	16.89	16.89	23.32602	7.6975866	15.6284334	0.29868	0.34868	0.278944
1/6/2020 21:00	1/6/2020	21	development	train	0	0	5.19	5.19	22.83580889	7.535816934	15.29999196	0.29059	0.34059	0.272472
1/6/2020 22:00	1/6/2020	22	development	train	0	0	1.74	1.74	18.75030444	6.187600465	12.56270397	0.27807	0.32807	0.262456
1/6/2020 23:00	1/6/2020	23	development	train	0	0	12.4	12.4	14.36609667	4.740811901	9.625284769	0.26758	0.31758	0.254064
1/7/2020 0:00	1/7/2020	0	development	train	0	0	8.76	8.76	11.99420444	3.958087465	8.036116975	0.26679	0.31679	0.253432
1/7/2020 1:00	1/7/2020	1	development	train	0	0	-0.25	0	17.52925444	5.784653965	11.74460047	0.2662	0.3162	0.25296
1/7/2020 2:00	1/7/2020	2	development	train	0	0	-0.2	0	14.90681556	4.919249135	9.987566425	0.2658	0.3158	0.25264
1/7/2020 3:00	1/7/2020	3	development	train	0	0	0.1	0.1	17.29455667	5.707203701	11.58735297	0.26777	0.31777	0.254216
1/7/2020 4:00	1/7/2020	4	development	train	0	0	9.33	9.33	17.35140667	5.725964201	11.62544247	0.27713	0.32713	0.261704
1/7/2020 5:00	1/7/2020	5	development	train	0	0	19.6	19.6	12.41668556	4.097506235	8.319179325	0.27792	0.32792	0.262336
1/7/2020 6:00	1/7/2020	6	development	train	0	0	17.04	17.04	14.26803222	4.708450633	9.559581587	0.29112	0.34112	0.272896
1/7/2020 7:00	1/7/2020	7	development	train	0	0	22.47	22.47	21.13824222	6.975619933	14.16262229	0.29339	0.34339	0.274712
1/7/2020 8:00	1/7/2020	8	development	train	0	0	17.84	17.84	19.34087778	6.382489667	12.95838811	0.29388	0.34388	0.275104
1/7/2020 9:00	1/7/2020	9	development	train	0	0	10.84	10.84	22.20146	7.3264818	14.8749782	0.29477	0.34477	0.275816
1/7/2020 10:00	1/7/2020	10	development	train	0	0	7.5	7.5	18.76442444	6.192260065	12.57216437	0.29516	0.34516	0.276128
1/7/2020 11:00	1/7/2020	11	development	train	0	0	1.51	1.51	16.25749556	5.364973535	10.89252203	0.29703	0.34703	0.277624
1/7/2020 12:00	1/7/2020	12	development	train	0	0	21	21	12.56768222	4.147335133	8.420347087	0.2991	0.3491	0.27928
1/7/2020 13:00	1/7/2020	13	development	train	0	0	80.55	80.55	17.92244111	5.914405566	12.00803554	0.29881	0.34881	0.279048
1/7/2020 14:00	1/7/2020	14	development	train	0	0	72.85	72.85	18.67131556	6.161534135	12.50978143	0.29526	0.34526	0.276208
1/7/2020 15:00	1/7/2020	15	development	train	0	0	89.83	89.83	17.34723333	5.724586999	11.62264633	0.29457	0.34457	0.275656
1/7/2020 16:00	1/7/2020	16	development	train	0	0	94.13	94.13	17.63575222	5.819798233	11.81595399	0.29309	0.34309	0.274472
1/7/2020 17:00	1/7/2020	17	development	train	0	0	111.86	111.86	22.00347556	7.261146935	14.74232863	0.29359	0.34359	0.274872
1/7/2020 18:00	1/7/2020	18	development	train	0	0	116.92	116.92	19.79029333	6.530796799	13.25949653	0.29024	0.34024	0.272192
1/7/2020 19:00	1/7/2020	19	development	train	0	0	129.93	129.93	48.59964	16.0378812	32.5617588	0.28206	0.33206	0.265648
1/7/2020 20:00	1/7/2020	20	development	train	0	0	133.53	133.53	36.74792222	12.12681433	24.62110789	0.27566	0.32566	0.260528
1/7/2020 21:00	1/7/2020	21	development	train	0	0	109.75	109.75	24.24691556	8.001482135	16.24543343	0.26531	0.31531	0.252248
1/7/2020 22:00	1/7/2020	22	development	train	0	0	72.21	72.21	23.81320667	7.858358201	15.95484847	0.23851	0.28851	0.230808
1/7/2020 23:00	1/7/2020	23	development	train	0	0	73.24	73.24	26.76374667	8.832036401	17.93171027	0.18988	0.23988	0.191904
1/8/2020 0:00	1/8/2020	0	development	train	0	0	78.33	78.33	21.22371556	7.003826135	14.21988943	0.18338	0.23338	0.186704
1/8/2020 1:00	1/8/2020	1	development	train	0	0	22.78	22.78	16.32415667	5.386971701	10.93718497	0.16655	0.21655	0.17324
1/8/2020 2:00	1/8/2020	2	development	train	0	0	2.24	2.24	15.67894	5.1740502	10.5048898	0.15277	0.20277	0.162216
1/8/2020 3:00	1/8/2020	3	development	train	0	0	15.86	15.86	18.50041556	6.105137135	12.39527843	0.15277	0.20277	0.162216
1/8/2020 4:00	1/8/2020	4	development	train	0	0	18.15	18.15	16.68368444	5.505615865	11.17806857	0.20415	0.25415	0.20332
1/8/2020 5:00	1/8/2020	5	development	train	0	0	26.3	26.3	16.30778889	5.381570334	10.92621856	0.2517	0.3017	0.24136
1/8/2020 6:00	1/8/2020	6	development	train	0	0	61.39	61.39	20.55730222	6.783909733	13.77339249	0.26567	0.31567	0.252536
1/8/2020 7:00	1/8/2020	7	development	train	0	0	54.69	54.69	25.30034889	8.349115134	16.95123376	0.26912	0.31912	0.255296
1/8/2020 8:00	1/8/2020	8	development	train	0	0	66.52	66.52	22.82516444	7.532304265	15.29286017	0.26813	0.31813	0.254504
1/8/2020 9:00	1/8/2020	9	development	train	0	0	51.83	51.83	20.10653556	6.635156735	13.47137883	0.26823	0.31823	0.254584
1/8/2020 10:00	1/8/2020	10	development	train	0	0	60.79	60.79	18.52763333	6.114118999	12.41351433	0.26843	0.31843	0.254744
1/8/2020 11:00	1/8/2020	11	development	train	0	0	49.31	49.31	16.43207778	5.422585667	11.00949211	0.26863	0.31863	0.254904
1/8/2020 12:00	1/8/2020	12	development	train	0	0	84.85	84.85	17.09756222	5.642195533	11.45536669	0.26951	0.31951	0.255608
1/8/2020 13:00	1/8/2020	13	development	train	0	0	75.92	75.92	24.89887111	8.216627466	16.68224364	0.27217	0.32217	0.257736
1/8/2020 14:00	1/8/2020	14	development	train	0	0	30.33	30.33	21.93409778	7.238252267	14.69584551	0.27414	0.32414	0.259312
1/8/2020 15:00	1/8/2020	15	development	train	0	0	23.19	23.19	19.96983556	6.590045735	13.37978983	0.27384	0.32384	0.259072
1/8/2020 16:00	1/8/2020	16	development	train	0	0	100.78	100.78	18.78431111	6.198822666	12.58548844	0.27187	0.32187	0.257496
1/8/2020 17:00	1/8/2020	17	development	train	0	0	100.91	100.91	18.34976222	6.055421533	12.29434069	0.27197	0.32197	0.257576
1/8/2020 18:00	1/8/2020	18	development	train	0	0	30.37	30.37	40.02736889	13.20903173	26.81833716	0.27207	0.32207	0.257656
1/8/2020 19:00	1/8/2020	19	development	train	0	0	98.78	98.78	42.05716889	13.87886573	28.17830316	0.26902	0.31902	0.255216
1/8/2020 20:00	1/8/2020	20	development	train	0	0	105.13	105.13	27.73874222	9.153784933	18.58495729	0.26636	0.31636	0.253088
1/8/2020 21:00	1/8/2020	21	development	train	0	0	125.7	125.7	27.39037556	9.038823935	18.35155163	0.25859	0.30859	0.246872
1/8/2020 22:00	1/8/2020	22	development	train	0	0	132.76	132.76	22.83004667	7.533915401	15.29613127	0.2391	0.2891	0.23128
1/8/2020 23:00	1/8/2020	23	development	train	0	0	134.1	134.1	17.07492	5.6347236	11.4401964	0.21117	0.26117	0.208936
1/9/2020 0:00	1/9/2020	0	development	train	0	0	146.82	146.82	16.57806778	5.470762367	11.10730541	0.20269	0.25269	0.202152
1/9/2020 1:00	1/9/2020	1	development	train	0	0	145.67	145.67	20.56339556	6.785920535	13.77747503	0.19697	0.24697	0.197576
1/9/2020 2:00	1/9/2020	2	development	train	0	0	141.6	141.6	18.69583111	6.169624266	12.52620684	0.20782	0.25782	0.206256
1/9/2020 3:00	1/9/2020	3	development	train	0	0	116.94	116.94	18.90870667	6.239873201	12.66883347	0.23	0.28	0.224
1/9/2020 4:00	1/9/2020	4	development	train	0	0	114.55	114.55	23.06311111	7.610826666	15.45228444	0.24538	0.29538	0.236304
1/9/2020 5:00	1/9/2020	5	development	train	0	0	119.22	119.22	17.04043	5.6233419	11.4170881	0.25504	0.30504	0.244032
1/9/2020 6:00	1/9/2020	6	development	train	0	0	120.88	120.88	14.64428222	4.832613133	9.811669087	0.2577	0.3077	0.24616
1/9/2020 7:00	1/9/2020	7	development	train	0	0	76.39	76.39	21.12170222	6.970161733	14.15154049	0.25987	0.30987	0.247896
1/9/2020 8:00	1/9/2020	8	development	train	0	0	25.25	25.25	17.98943444	5.936513365	12.05292107	0.26164	0.31164	0.249312
1/9/2020 9:00	1/9/2020	9	development	train	0	0	11.97	11.97	18.42958333	6.081762499	12.34782083	0.26263	0.31263	0.250104
1/9/2020 10:00	1/9/2020	10	development	train	0	0	19.88	19.88	21.56475556	7.116369335	14.44838623	0.26332	0.31332	0.250656
1/9/2020 11:00	1/9/2020	11	development	train	0	0	20.17	20.17	24.53293778	8.095869467	16.43706831	0.26519	0.31519	0.252152
1/9/2020 12:00	1/9/2020	12	development	train	0	0	12.69	12.69	17.91531667	5.912054501	12.00326217	0.26579	0.31579	0.252632
1/9/2020 13:00	1/9/2020	13	development	train	0.2956825	0.2956825	26.74	26.74	19.21147778	6.339787667	12.87169011	0.26746	0.31746	0.253968
1/9/2020 14:00	1/9/2020	14	development	train	0	0	27.77	27.77	21.72269333	7.168488799	14.55420453	0.26884	0.31884	0.255072
1/9/2020 15:00	1/9/2020	15	development	train	0	0	45.98	45.98	21.39736889	7.061131734	14.33623716	0.26963	0.31963	0.255704
1/9/2020 16:00	1/9/2020	16	development	train	0	0	49.41	49.41	24.69721556	8.150081135	16.54713443	0.26943	0.31943	0.255544
1/9/2020 17:00	1/9/2020	17	development	train	0	0	45.46	45.46	21.16123333	6.983206999	14.17802633	0.26963	0.31963	0.255704
1/9/2020 18:00	1/9/2020	18	development	train	0	0	44.7	44.7	18.67639111	6.163209066	12.51318204	0.26993	0.31993	0.255944
1/9/2020 19:00	1/9/2020	19	development	train	0	0	42.87	42.87	46.87174222	15.46767493	31.40406729	0.26983	0.31983	0.255864
1/9/2020 20:00	1/9/2020	20	development	train	0	0	40.91	40.91	43.01721333	14.1956804	28.82153293	0.2716	0.3216	0.25728
1/9/2020 21:00	1/9/2020	21	development	train	0	0	47.09	47.09	20.11108222	6.636657133	13.47442509	0.26519	0.31519	0.252152
1/9/2020 22:00	1/9/2020	22	development	train	0	0	49.95	49.95	22.06359333	7.280985799	14.78260753	0.26036	0.31036	0.248288
1/9/2020 23:00	1/9/2020	23	development	train	0	0	44.69	44.69	26.92006889	8.883622734	18.03644616	0.2574	0.3074	0.24592
1/10/2020 0:00	1/10/2020	0	development	train	0	0	41.01	41.01	16.91211	5.5809963	11.3311137	0.25621	0.30621	0.244968
1/10/2020 1:00	1/10/2020	1	development	train	0	0	44.2	44.2	18.42610778	6.080615567	12.34549221	0.25483	0.30483	0.243864
1/10/2020 2:00	1/10/2020	2	development	train	0	0	30.42	30.42	20.46433556	6.753230735	13.71110483	0.25562	0.30562	0.244496
1/10/2020 3:00	1/10/2020	3	development	train	0	0	36.53	36.53	21.10838444	6.965766865	14.14261757	0.25868	0.30868	0.246944
1/10/2020 4:00	1/10/2020	4	development	train	0	0	38.18	38.18	16.22759111	5.355105066	10.87248604	0.26609	0.31609	0.252872
1/10/2020 5:00	1/10/2020	5	development	train	0	0	41.6	41.6	18.67287778	6.162049667	12.51082811	0.26125	0.31125	0.249
1/10/2020 6:00	1/10/2020	6	development	train	0	0	44.99	44.99	22.17253333	7.316935999	14.85559733	0.25937	0.30937	0.247496
1/10/2020 7:00	1/10/2020	7	development	train	0	0	45.75	45.75	23.56344222	7.775935933	15.78750629	0.26086	0.31086	0.248688
1/10/2020 8:00	1/10/2020	8	development	train	0.0361666	0.0361666	42.09	42.09	21.55978444	7.114728865	14.44505557	0.26115	0.31115	0.24892
